"id","espn_id","ncaa_id","type","slug","abv","full_name","short_name","university","division","conference","primary","secondary","logo","head_coach","school_url","website","twitter","venue"
"ALB37791","154","596482","NCAAF","ualbany","ALB","UAlbany","Great Danes","University at Albany","d1","America East","#56438E","#A2AAAD","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/albany-ny.svg","Jon Mueller","https://www.ncaa.com/schools/albany-ny","https://ualbanysports.com","@ualbanysports","Varsity field"
"UCD18484","448","596512","NCAAF","uc-davis","UCD","UC Davis","Aggies","UC Davis","d1","Big West","#103670","#14233C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-davis.svg","Tommy Nicholson","https://www.ncaa.com/schools/uc-davis","https://ucdavisaggies.com","@UCDavisAggies","Dobbins Baseball Complex"
"UCI31768","142","596513","NCAAF","uc-irvine","UCI","UC Irvine","Anteaters","UC Irvine","d1","Big West","#00108C","#FBC01C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-irvine.svg","Ben Orloff","https://www.ncaa.com/schools/uc-irvine","https://ucirvinesports.com","@UCIAthletics","Anteater Ballpark"
"UCR52027","67","596515","NCAAF","uc-riverside","UCR","UC Riverside","Highlanders","UC Riverside","d1","Big West","#13214E","#F2AF36","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-riverside.svg","Justin Johnson","https://www.ncaa.com/schools/uc-riverside","https://gohighlanders.com","@UCR_Athletics",NA
"UCS16489","1147","596694","NCAAF","uc-san-diego","UCSD","UC San Diego","Tritons","UC San Diego","d1","Big West","#192847","#FBCB07","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-san-diego.svg","Eric Newman","https://www.ncaa.com/schools/uc-san-diego","https://ucsdtritons.com","@UCSDtritons","Triton Ballpark"
"UCS30235","290","596510","NCAAF","uc-santa-barbara","UCSB","UC Santa Barbara","Gauchos","UC Santa Barbara","d1","Big West","#1D105F","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-santa-barbara.svg","Andrew Checketts","https://www.ncaa.com/schools/uc-santa-barbara","https://ucsbgauchos.com","@UCSBgauchos","Caesar Uyesaka"
"UCF14695","160","596519","NCAAF","ucf","UCF","UCF","Knights","University of Central Florida","d1","Big 12","#100F0D","#AEA057","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ucf.svg","Rich Wallace","https://www.ncaa.com/schools/ucf","https://ucfknights.com","@UCFKnights","John Euliano Park"
"UCL62963","66","596514","NCAAF","ucla","UCLA","UCLA","Bruins","UCLA","d1","Big Ten","#005A94","#296999","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ucla.svg","John Savage","https://www.ncaa.com/schools/ucla","https://uclabruins.com","@UCLAAthletics","Jackie Robinson Stadium"
"CON26466","69","596526","NCAAF","uconn","CONN","UConn","Huskies","University of Connecticut","d1","Big East","#0A1E5B","#FEFEFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uconn.svg","Jim Penders","https://www.ncaa.com/schools/uconn","https://uconnhuskies.com","@UConnHuskies","Elliot Ballpark"
"UIC21605","80","596564","NCAAF","uic","UIC","UIC","Flames","University of Illinois-Chicago","d1","Missouri Valley","#234077","#DB0032","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ill-chicago.svg","Sean McDermott","https://www.ncaa.com/schools/ill-chicago","https://uicflames.com","@uicflamesdotcom","Curtis Granderson Stadium"
"ULM47828","272","596630","NCAAF","ul-monroe","ULM","UL Monroe","Warhawks","University of Louisiana at Monroe","d1","Sun Belt","#98012E","#EBA900","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-monroe.svg","Mike Federico","https://www.ncaa.com/schools/la-monroe","https://ulmwarhawks.com","@ULMWarhawks","Lou St. Amant Field"
"UMB48559","450","596592","NCAAF","umbc","UMBC","UMBC","Retrievers","UMBC","d1","America East","#FFFFFE","#1A1919","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umbc.svg","Liam Bowen","https://www.ncaa.com/schools/umbc","https://umbcretrievers.com","@UMBCAthletics","Alumni Field"
"UML62265","449","596586","NCAAF","umass-lowell","UML","UMass Lowell","River Hawks","UMass Lowell","d1","America East","#1A64B7","#D11C2E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umass-lowell.svg","Nick Barese","https://www.ncaa.com/schools/umass-lowell","https://goriverhawks.com","@RiverHawkNation","LeLacheur Park"
"UNC56146","452","596613","NCAAF","unc-asheville","UNCA","UNC Asheville","Bulldogs","UNC Asheville","d1","Big South","#092575","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/unc-asheville.svg","Scott Friedholm","https://www.ncaa.com/schools/unc-asheville","https://uncabulldogs.com","@ashevilledogs","Greenwood Field"
"UNC40647","181","596616","NCAAF","unc-greensboro","UNCG","UNC Greensboro","Spartans","UNC Greensboro","d1","Southern","#21467B","#FEFEFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/unc-greensboro.svg","Cody Ellis","https://www.ncaa.com/schools/unc-greensboro","https://uncgspartans.com","@uncgsports","UNCG Baseball Stadium"
"UNC48171","152","596617","NCAAF","unc-wilmington","UNCW","UNC Wilmington","Seahawks","UNC Wilmington","d1","Coastal Athletic Association","#1D2F68","#22635C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/unc-wilmington.svg","Randy Hood","https://www.ncaa.com/schools/unc-wilmington","https://uncwsports.com","@UNCWAthletics","Brooks Field"
"UNL59387","182","596619","NCAAF","unlv","UNLV","UNLV","Rebels","UNLV","d1","Mountain West","#231F20","#E51636","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/unlv.svg","Stan Stolte","https://www.ncaa.com/schools/unlv","https://unlvrebels.com","@UNLVAthletics","Wilson Stadium"
"UTA27304","125","596424","NCAAF","ut-arlington","UTA","UT Arlington","Mavericks","University of Texas at Arlington","d1","Western Athletic","#004B7C","#2E60B5","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-arlington.svg","Mike Trapasso","https://www.ncaa.com/schools/texas-arlington","https://utamavs.com","@UTAMAVS","Clay Gould Ballpark"
"UTM26717","442","596692","NCAAF","ut-martin","UTM","UT Martin","Skyhawks","University of Tennessee at Martin","d1","Ohio Valley","#000099","#F68B1A","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ut-martin.svg","Ryan Jenkins","https://www.ncaa.com/schools/ut-martin","https://utmsports.com","@UTMSports","Skyhawk Baseball Field"
"RGV45470","932","596646","NCAAF","ut-rio-grande-valley","RGV","UT Rio Grande Valley","Vaqueros","University of Texas Rio Grande Valley ","d1","Southland","#0A2240","#FFA400","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utrgv.svg","Derek Matlock","https://www.ncaa.com/schools/utrgv","https://goutrgv.com","@GoUTRGV","UTRGV Baseball Stadium"
"UTS58543","297","596426","NCAAF","utsa","UTSA","UTSA","Roadrunners","University of Texas at San Antonio","d1","American Athletic","#0A2240","#E04403","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utsa.svg","Patrick Hallmark","https://www.ncaa.com/schools/utsa","https://goutsa.com","@UTSAAthletics","Roadrunner Field"
"USU43272","454","596432","NCAAF","utah-state","USU","Utah State","Aggies","University of Utah","d1","Big 12","#020767","#D42332","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utah.svg","Gary Henderson","https://www.ncaa.com/schools/utah","https://utahutes.com","@utahathletics","Smith's Ballpark"
"UTU15040","1146","596418","NCAAF","utah-tech","UTU","Utah Tech","Trailblazers","Utah Tech University","d1","Western Athletic","#003058","#BA1C21","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utah-tech.svg","Chris Pfatenhauer","https://www.ncaa.com/schools/utah-tech","https://utahtechtrailblazers.com","@utahtech_sports","Bruce Hurst Field"
"UVU27786","455","596474","NCAAF","utah-valley","UVU","Utah Valley","Wolverines","Utah Valley University","d1","Western Athletic","#702D07","#285A36","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utah-valley.svg","Nate Rasmussen","https://www.ncaa.com/schools/utah-valley","https://gouvu.com","@gouvu","UCCU Ballpark"
"VCU11949","204","596436","NCAAF","vcu","VCU","VCU","Rams","Virginia Commonwealth University","d1","Atlantic 10","#929292","#F3A00F","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/vcu.svg","Sean Thompson","https://www.ncaa.com/schools/vcu","https://vcuathletics.com","@VCUathletics","The Diamond"
"VMI47943","459","596437","NCAAF","vmi","VMI","VMI","Keydets","Virginia Military Institute","d1","Southern","#DB1E26","#FCD313","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/vmi.svg","Sam Roberts","https://www.ncaa.com/schools/vmi","https://vmikeydets.com","@VMIathletics","Gray-Minor Stadium"
"VAL44810","302","596433","NCAAF","valparaiso","VAL","Valparaiso","Beacons","Valparaiso University","d1","Missouri Valley","#FDD61D","#492D15","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/valparaiso.svg","Brian Schmack","https://www.ncaa.com/schools/valparaiso","https://valpoathletics.com","@valpoathletics","Emory G. Bauer Field"
"VAN05302","120","596434","NCAAF","vanderbilt","VAN","Vanderbilt","Commodores","Vanderbilt University","d1","Southeastern","#C5A96E","#1A1919","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/vanderbilt.svg","Tim Corbin","https://www.ncaa.com/schools/vanderbilt","https://vucommodores.com","@vucommodores","Hawkins Field"
"VIL36149","458","596435","NCAAF","villanova","VILL","Villanova","Wildcats","Villanova University","d1","Big East","#006699","#3DB7E4","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/villanova.svg","Kevin Mulvey","https://www.ncaa.com/schools/villanova","https://villanova.com","@NovaAthletics","Villanova Ballpark at Plymouth"
"UVA49299","131","596439","NCAAF","virginia","UVA","Virginia","Cavaliers","University of Virginia","d1","Atlantic Coast","#000066","#FF6A14","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia.svg","Brian O'Connor","https://www.ncaa.com/schools/virginia","https://virginiasports.com","@VirginiaSports","Davenport Field at Disharoon Park"
"VTX00337","132","596438","NCAAF","virginia-tech","VT","Virginia Tech","Hokies","Virginia Tech","d1","Atlantic Coast","#7B2129","#D33922","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia-tech.svg","John Szefc","https://www.ncaa.com/schools/virginia-tech","https://hokiesports.com","@hokiesports","English Field at Atlantic Union Bank Park"
"WAG42556","460","596440","NCAAF","wagner","WAG","Wagner","Seahawks","Wagner College","d1","Northeast","#003E22","#BABCBE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wagner.svg","Craig Noto","https://www.ncaa.com/schools/wagner","https://wagnerathletics.com","@WagnerAthletics","SIUH Community Park"
"WAK00028","97","596441","NCAAF","wake-forest","WAKE","Wake Forest","Demon Deacons","Wake Forest University","d1","Atlantic Coast","#D0B787","#16191E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wake-forest.svg","Tom Walter","https://www.ncaa.com/schools/wake-forest","https://wakeforestsports.com","@DemonDeacons","David F. Couch Ballpark"
"WAS06472","133","596443","NCAAF","washington","WASH","Washington","Huskies","University of Washington","d1","Big Ten","#3E3468","#E4CF9B","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/washington.svg","Eddie Smith","https://www.ncaa.com/schools/washington","https://gohuskies.com","@UWAthletics","Husky Ballpark"
"WSU09147","134","596442","NCAAF","washington-state","WSU","Washington State","Cougars","Washington State University","d1","West Coast","#94022A","#A80B30","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/washington-st.svg","Nathan Choate","https://www.ncaa.com/schools/washington-st","https://wsucougars.com","@WSUCougars","Bailey-Brayton Field"
"WES45242","129699","596445","NCAAF","west-georgia","WES","West Georgia","Wolves","Western Carolina University","d1","Southern","#623292","#C0A674","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/western-caro.svg","Alan Beck","https://www.ncaa.com/schools/western-caro","https://catamountsports.com","@Catamounts","Ronnie G. Childress Field at Hennon Stadium"
"WVU46787","136","596444","NCAAF","west-virginia","WVU","West Virginia","Mountaineers","West Virginia University","d1","Big 12","#395AB5","#0F2D53","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/west-virginia.svg","Steve Sabins","https://www.ncaa.com/schools/west-virginia","https://wvusports.com","@WVUSports","Wagener Field at Monongalia County Ballpark"
"WIU24018","462","596448","NCAAF","western-illinois","WIU","Western Illinois","Leathernecks","Western Michigan University","d1","Mid-American","#4E1E8A","#521C01","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/western-mich.svg","Billy Gernon","https://www.ncaa.com/schools/western-mich","https://wmubroncos.com","@WMUBroncoFans","Robert J. Bobb Stadium at Hyames Field"
"WKU37638","84","596447","NCAAF","western-kentucky","WKU","Western Kentucky","Hilltoppers","Western Kentucky University","d1","USA","#E22739","#231F20","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/western-ky.svg","Marc Rardin","https://www.ncaa.com/schools/western-ky","https://wkusports.com","@WKUSports","Nick Denes Field"
"WMU57568","463","596446","NCAAF","western-michigan","WMU","Western Michigan","Broncos","Western Illinois University","d1","OVC","#825229","#F8C823","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/western-ill.svg","Terry Davis","https://www.ncaa.com/schools/western-ill","https://goleathernecks.com","@WIUAthletics","Alfred D. Boyer Stadium"
"WIC20026","206","596449","NCAAF","wichita-state","WICH","Wichita State","Shockers","Wichita State University","d1","American Athletic","#0D0A03","#FCD006","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wichita-st.svg","Brian Green","https://www.ncaa.com/schools/wichita-st","https://goshockers.com","@GoShockers","Eck Stadium"
"WIL43675","853","596450","NCAAF","william-woods","WILL","William Woods","William Woods","College of William and Mary","d1","Coastal Athletic Association","#174C39","#ECAC2E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/william-mary.svg","Rob McCoy","https://www.ncaa.com/schools/william-mary","https://tribeathletics.com","@TribeAthletics","Plumeri Park"
"WIN53558","207","596451","NCAAF","winthrop","WIN","Winthrop","Eagles","Winthrop University","d1","Big South","#9E0B0E","#A80C30","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/winthrop.svg","Mike McGuire","https://www.ncaa.com/schools/winthrop","https://winthropeagles.com","@WUEagles","The Winthrop Ballpark"
"WOF32447","208","596704","NCAAF","wofford","WOF","Wofford","Terriers","Wofford College","d1","Southern","#8A6E4B","#FEFEFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wofford.svg","J.J. Edwards","https://www.ncaa.com/schools/wofford","https://athletics.wofford.edu","@WoffordTerriers","Russell C. King Field"
"WRS40175","270","596453","NCAAF","wright-state","WRST","Wright State","Raiders","Wright State University","d1","Horizon League","#A36209","#FEF5D7","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wright-st.svg","Alex Sogard","https://www.ncaa.com/schools/wright-st","https://wsuraiders.com","@WSURaiders","Nischwitz Stadium"
"XAV25246","312","596454","NCAAF","xavier","XAV","Xavier","Musketeers","Xavier University","d1","Big East","#16243A","#999D9E","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/xavier.svg","Billy O'Conner","https://www.ncaa.com/schools/xavier","https://goxavier.com","@XUAthletics","Hayden Field"
"YAL55588","466","596455","NCAAF","yale","YALE","Yale","Bulldogs","Yale University","d1","The Ivy League","#004A81","#FFFFFE","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/yale.svg","Brian Hamm","https://www.ncaa.com/schools/yale","https://yalebulldogs.com","@YaleAthletics","Yale Field"
"YSU35518","209","596456","NCAAF","youngstown-state","YSU","Youngstown State","Penguins","Youngstown State University","d1","Horizon League","#961F22","#110E0C","https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/youngstown-st.svg","Trevor Charpie","https://www.ncaa.com/schools/youngstown-st","https://ysusports.com","@YSUSports","Eastwood Field"
